Title,BibTex,DOI,Authors,Year,Fields,Link
Federated benchmarking of medical artificial intelligence with MedPerf,"@Article{Karargyris2021FederatedBO,
 author = {A. Karargyris and R. Umeton and Micah J. Sheller and Alejandro Aristizabal and Johnu George and Srini Bala and Daniel J. Beutel and Victor Bittorf and Akshay Chaudhari and Alexander Chowdhury and Cody Coleman and Bala Desinghu and G. Diamos and Debo Dutta and Diane Feddema and G. Fursin and Junyi Guo and Xinyuan Huang and David Kanter and Satyananda Kashyap and N. Lane and I. Mallick and P. Mascagni and Virendra Mehta and Vivek Natarajan and Nikolay Nikolov and N. Padoy and Gennady Pekhimenko and V. Reddi and G. A. Reina and Pablo Ribalta and Jacob Rosenthal and Abhishek Singh and Jayaraman J. Thiagarajan and A. Wuest and M. Xenochristou and Daguang Xu and Poonam Yadav and Michael Rosenthal and M. Loda and Jason M. Johnson and Peter Mattson},
 journal = {Nature Machine Intelligence},
 pages = {799 - 810},
 title = {Federated benchmarking of medical artificial intelligence with MedPerf},
 volume = {5},
 year = {2021}
}
",10.1212/WNL.0000000000012884,"['A. Karargyris', 'R. Umeton', 'Micah J. Sheller', 'Alejandro Aristizabal', 'Johnu George', 'Srini Bala', 'Daniel J. Beutel', 'Victor Bittorf', 'Akshay Chaudhari', 'Alexander Chowdhury', 'Cody Coleman', 'Bala Desinghu', 'G. Diamos', 'Debo Dutta', 'Diane Feddema', 'G. Fursin', 'Junyi Guo', 'Xinyuan Huang', 'David Kanter', 'Satyananda Kashyap', 'N. Lane', 'I. Mallick', 'P. Mascagni', 'Virendra Mehta', 'Vivek Natarajan', 'Nikolay Nikolov', 'N. Padoy', 'Gennady Pekhimenko', 'V. Reddi', 'G. A. Reina', 'Pablo Ribalta', 'Jacob Rosenthal', 'Abhishek Singh', 'Jayaraman J. Thiagarajan', 'A. Wuest', 'M. Xenochristou', 'Daguang Xu', 'Poonam Yadav', 'Michael Rosenthal', 'M. Loda', 'Jason M. Johnson', 'Peter Mattson']",2021.0,Computer Science,https://www.semanticscholar.org/paper/99ad042e52b52252dc201dd0f1172ccfda0b5a50
Framework for Privacy-Preserving Wearable Health Data Analysis: Proof-of-Concept Study for Atrial Fibrillation Detection,"@Article{Vizitiu2021FrameworkFP,
 author = {A. Vizitiu and C. Nita and R. Toev and Tudor Suditu and C. Suciu and L. Itu},
 journal = {Applied Sciences},
 title = {Framework for Privacy-Preserving Wearable Health Data Analysis: Proof-of-Concept Study for Atrial Fibrillation Detection},
 year = {2021}
}
",10.1038/s42256-023-00652-2,"['A. Vizitiu', 'C. Nita', 'R. Toev', 'Tudor Suditu', 'C. Suciu', 'L. Itu']",2021.0,Computer Science,https://www.semanticscholar.org/paper/6a4a61327b74b3c2b15eff368d9667931391f926
Estimation of Nuclear Medicine Exposure Measures Based on Intelligent Computer Processing,"@Article{Wang2021EstimationON,
 author = {Junfeng Wang and Fangxiao Wang and Yue Liu and Yuanfan Xu and Jiangtao Liang and Z. Su},
 journal = {Journal of Healthcare Engineering},
 title = {Estimation of Nuclear Medicine Exposure Measures Based on Intelligent Computer Processing},
 volume = {2021},
 year = {2021}
}
",10.3390/app11199049,"['Junfeng Wang', 'Fangxiao Wang', 'Yue Liu', 'Yuanfan Xu', 'Jiangtao Liang', 'Z. Su']",2021.0,Medicine,https://www.semanticscholar.org/paper/094d0eb89002461568972e10328132072157e75e
FedProc: Prototypical Contrastive Federated Learning on Non-IID data,"@Article{Mu2021FedProcPC,
 author = {Xutong Mu and Yulong Shen and Ke Cheng and Xueli Geng and Jiaxuan Fu and Tao Zhang and Zhiwei Zhang},
 journal = {Future Gener. Comput. Syst.},
 pages = {93-104},
 title = {FedProc: Prototypical Contrastive Federated Learning on Non-IID data},
 volume = {143},
 year = {2021}
}
",10.1155/2021/4102183,"['Xutong Mu', 'Yulong Shen', 'Ke Cheng', 'Xueli Geng', 'Jiaxuan Fu', 'Tao Zhang', 'Zhiwei Zhang']",2021.0,Computer Science,https://www.semanticscholar.org/paper/fc6724be19abecf8a314ce03ede44e31484d4cb7
On the Fairness of Swarm Learning in Skin Lesion Classification,"@Inproceedings{Fan2021OnTF,
 author = {Dian Fan and Yifan Wu and Xiaoxiao Li},
 pages = {120-129},
 title = {On the Fairness of Swarm Learning in Skin Lesion Classification},
 year = {2021}
}
",10.1016/j.future.2023.01.019,"['Dian Fan', 'Yifan Wu', 'Xiaoxiao Li']",2021.0,"Computer Science, Engineering",https://www.semanticscholar.org/paper/85d47249f7591dee2c749d0eb57994a9ccb4e75a
FUTURE-AI: Guiding Principles and Consensus Recommendations for Trustworthy Artificial Intelligence in Medical Imaging,"@Article{Lekadira2021FUTUREAIGP,
 author = {Karim Lekadira and Richard Osuala and C. Gallin and Noussair Lazrak and Kaisar Kushibar and G. Tsakou and Susanna Auss'o and Leonor Cerd'a Alberich and K. Marias and Manolis Tskinakis and S. Colantonio and Nickolas Papanikolaou and Zohaib Salahuddin and H. Woodruff and P. Lambin and L. Mart'i-Bonmat'i},
 journal = {ArXiv},
 title = {FUTURE-AI: Guiding Principles and Consensus Recommendations for Trustworthy Artificial Intelligence in Medical Imaging},
 volume = {abs/2109.09658},
 year = {2021}
}
",10.1007/978-3-030-90874-4_12,"['Karim Lekadira', 'Richard Osuala', 'C. Gallin', 'Noussair Lazrak', 'Kaisar Kushibar', 'G. Tsakou', ""Susanna Auss'o"", ""Leonor Cerd'a Alberich"", 'K. Marias', 'Manolis Tskinakis', 'S. Colantonio', 'Nickolas Papanikolaou', 'Zohaib Salahuddin', 'H. Woodruff', 'P. Lambin', ""L. Mart'i-Bonmat'i""]",2021.0,Computer Science,https://www.semanticscholar.org/paper/c4885564498a31fd2fe57a007a89bbc2807b4f31
Federated learning for predicting clinical outcomes in patients with COVID-19,"@Article{Dayan2021FederatedLF,
 author = {I. Dayan and H. Roth and Aoxiao Zhong and A. Harouni and Amilcare Gentili and A. Abidin and Andrew Liu and A. Costa and B. Wood and Chien-Sung Tsai and Chih-Hung Wang and Chun-Nan Hsu and C. Lee and Peiying Ruan and Daguang Xu and Dufan Wu and E. Huang and F. Kitamura and Griffin Lacey and Gustavo César de Antônio Corradi and G. Nino and Hao-Hsin Shin and Hirofumi Obinata and Hui Ren and J. Crane and Jesse Tetreault and Jiahui Guan and J. Garrett and J. Kaggie and J. Park and Keith Dreyer and K. Juluru and Kristopher Kersten and M. Rockenbach and M. Linguraru and M. Haider and M. Abdelmaseeh and Nicola Rieke and P. Damasceno and P. M. C. e Silva and Pochuan Wang and Sheng Xu and Shuichi Kawano and S. Sriswasdi and S. Park and T. Grist and Varun Buch and W. Jantarabenjakul and Weichung Wang and W. Tak and Xiang Li and Xihong Lin and Young Joon Kwon and Abood Quraini and Andrew Feng and A. Priest and B. Turkbey and B. Glicksberg and B. Bizzo and B. S. Kim and Carlos Tor-Díez and Chia-Cheng Lee and Chia-Jung Hsu and Chin Lin and Chiu-Ling Lai and C. Hess and Colin B. Compas and Deepeksha Bhatia and E. Oermann and E. Leibovitz and H. Sasaki and Hitoshi Mori and Isaac Yang and J. Sohn and K. Murthy and Lijuan Fu and Matheus Ribeiro Furtado de Mendonça and M. Fralick and M. Kang and Mohammad Adil and N. Gangai and P. Vateekul and Pierre Elnajjar and S. Hickman and S. Majumdar and S. McLeod and Sheridan L. Reed and S. Gräf and S. Harmon and T. Kodama and T. Puthanakit and T. Mazzulli and Vitor Lima de Lavor and Y. Rakvongthai and Y. Lee and Yuhong Wen and F. Gilbert and Mona G. Flores and Quanzheng Li},
 journal = {Nature Medicine},
 pages = {1735 - 1743},
 title = {Federated learning for predicting clinical outcomes in patients with COVID-19},
 volume = {27},
 year = {2021}
}
",,"['I. Dayan', 'H. Roth', 'Aoxiao Zhong', 'A. Harouni', 'Amilcare Gentili', 'A. Abidin', 'Andrew Liu', 'A. Costa', 'B. Wood', 'Chien-Sung Tsai', 'Chih-Hung Wang', 'Chun-Nan Hsu', 'C. Lee', 'Peiying Ruan', 'Daguang Xu', 'Dufan Wu', 'E. Huang', 'F. Kitamura', 'Griffin Lacey', 'Gustavo César de Antônio Corradi', 'G. Nino', 'Hao-Hsin Shin', 'Hirofumi Obinata', 'Hui Ren', 'J. Crane', 'Jesse Tetreault', 'Jiahui Guan', 'J. Garrett', 'J. Kaggie', 'J. Park', 'Keith Dreyer', 'K. Juluru', 'Kristopher Kersten', 'M. Rockenbach', 'M. Linguraru', 'M. Haider', 'M. Abdelmaseeh', 'Nicola Rieke', 'P. Damasceno', 'P. M. C. e Silva', 'Pochuan Wang', 'Sheng Xu', 'Shuichi Kawano', 'S. Sriswasdi', 'S. Park', 'T. Grist', 'Varun Buch', 'W. Jantarabenjakul', 'Weichung Wang', 'W. Tak', 'Xiang Li', 'Xihong Lin', 'Young Joon Kwon', 'Abood Quraini', 'Andrew Feng', 'A. Priest', 'B. Turkbey', 'B. Glicksberg', 'B. Bizzo', 'B. S. Kim', 'Carlos Tor-Díez', 'Chia-Cheng Lee', 'Chia-Jung Hsu', 'Chin Lin', 'Chiu-Ling Lai', 'C. Hess', 'Colin B. Compas', 'Deepeksha Bhatia', 'E. Oermann', 'E. Leibovitz', 'H. Sasaki', 'Hitoshi Mori', 'Isaac Yang', 'J. Sohn', 'K. Murthy', 'Lijuan Fu', 'Matheus Ribeiro Furtado de Mendonça', 'M. Fralick', 'M. Kang', 'Mohammad Adil', 'N. Gangai', 'P. Vateekul', 'Pierre Elnajjar', 'S. Hickman', 'S. Majumdar', 'S. McLeod', 'Sheridan L. Reed', 'S. Gräf', 'S. Harmon', 'T. Kodama', 'T. Puthanakit', 'T. Mazzulli', 'Vitor Lima de Lavor', 'Y. Rakvongthai', 'Y. Lee', 'Yuhong Wen', 'F. Gilbert', 'Mona G. Flores', 'Quanzheng Li']",2021.0,Medicine,https://www.semanticscholar.org/paper/99b056a04fd4f98cad8b9987ff8d205fe62d786e
Multicenter Validation of a Deep Learning Detection Algorithm for Focal Cortical Dysplasia,"@Article{Gill2021MulticenterVO,
 author = {R. Gill and H. Lee and B. Caldairou and Seokjun Hong and C. Barba and F. Deleo and L. D'Incerti and V. C. Mendes Coelho and M. Lenge and M. Semmelroch and D. Schrader and F. Bartolomei and M. Guye and A. Schulze-Bonhage and H. Urbach and K. Cho and F. Cendes and R. Guerrini and G. Jackson and R. Hogan and N. Bernasconi and A. Bernasconi},
 journal = {Neurology},
 pages = {e1571 - e1582},
 title = {Multicenter Validation of a Deep Learning Detection Algorithm for Focal Cortical Dysplasia},
 volume = {97},
 year = {2021}
}
",10.1038/s41591-021-01506-3,"['R. Gill', 'H. Lee', 'B. Caldairou', 'Seokjun Hong', 'C. Barba', 'F. Deleo', ""L. D'Incerti"", 'V. C. Mendes Coelho', 'M. Lenge', 'M. Semmelroch', 'D. Schrader', 'F. Bartolomei', 'M. Guye', 'A. Schulze-Bonhage', 'H. Urbach', 'K. Cho', 'F. Cendes', 'R. Guerrini', 'G. Jackson', 'R. Hogan', 'N. Bernasconi', 'A. Bernasconi']",2021.0,Medicine,https://www.semanticscholar.org/paper/01bef6e5867ba13d4bda03268e7907664165fb3b
Putting AI ethics to work: are the tools fit for purpose?,"@Article{Ayling2021PuttingAE,
 author = {Jacqui Ayling and Adriane P. Chapman},
 journal = {AI and Ethics},
 pages = {405 - 429},
 title = {Putting AI ethics to work: are the tools fit for purpose?},
 volume = {2},
 year = {2021}
}
",10.1212/WNL.0000000000012698,"['Jacqui Ayling', 'Adriane P. Chapman']",2021.0,Computer Science,https://www.semanticscholar.org/paper/dd5a6c9ebde898e89e2d3db8153de774dce53c1a
Privacy-enhanced momentum federated learning via differential privacy and chaotic system in industrial Cyber-Physical systems.,"@Article{Zhang2021PrivacyenhancedMF,
 author = {Zehui Zhang and Linlin Zhang and Qingdan Li and Kunshu Wang and Ningxin He and Tiegang Gao},
 journal = {ISA transactions},
 title = {Privacy-enhanced momentum federated learning via differential privacy and chaotic system in industrial Cyber-Physical systems.},
 year = {2021}
}
",10.1007/s43681-021-00084-x,"['Zehui Zhang', 'Linlin Zhang', 'Qingdan Li', 'Kunshu Wang', 'Ningxin He', 'Tiegang Gao']",2021.0,Medicine,https://www.semanticscholar.org/paper/61b12101ee8fab2e7ab45db1b3aa9fff42050309
Adversarial interference and its mitigations in privacy-preserving collaborative machine learning,"@Article{Usynin2021AdversarialIA,
 author = {Dmitrii Usynin and Alexander Ziller and Marcus R. Makowski and R. Braren and D. Rueckert and B. Glocker and Georgios Kaissis and Jonathan Passerat-Palmbach},
 journal = {Nature Machine Intelligence},
 pages = {749 - 758},
 title = {Adversarial interference and its mitigations in privacy-preserving collaborative machine learning},
 volume = {3},
 year = {2021}
}
",10.1016/j.isatra.2021.09.007,"['Dmitrii Usynin', 'Alexander Ziller', 'Marcus R. Makowski', 'R. Braren', 'D. Rueckert', 'B. Glocker', 'Georgios Kaissis', 'Jonathan Passerat-Palmbach']",2021.0,Computer Science,https://www.semanticscholar.org/paper/bad845e73b1cb3220bc8eddc0fe92602b99e2252
Simple black-box universal adversarial attacks on medical image classification based on deep neural networks,"@Article{Koga2021SimpleBU,
 author = {K. Koga and Kazuhiro Takemoto},
 journal = {ArXiv},
 title = {Simple black-box universal adversarial attacks on medical image classification based on deep neural networks},
 volume = {abs/2108.04979},
 year = {2021}
}
",10.1038/s42256-021-00390-3,"['K. Koga', 'Kazuhiro Takemoto']",2021.0,Computer Science,https://www.semanticscholar.org/paper/76add3df6891d42a346fcc553ed5c66280df6177
Federated disentangled representation learning for unsupervised brain anomaly detection,"@Article{Bercea2021FederatedDR,
 author = {Cosmin I. Bercea and B. Wiestler and D. Rueckert and Shadi Albarqouni},
 journal = {Nature Machine Intelligence},
 pages = {685 - 695},
 title = {Federated disentangled representation learning for unsupervised brain anomaly detection},
 volume = {4},
 year = {2021}
}
",10.3390/a15050144,"['Cosmin I. Bercea', 'B. Wiestler', 'D. Rueckert', 'Shadi Albarqouni']",2021.0,Computer Science,https://www.semanticscholar.org/paper/df180a4913338cdad439b0842129670e3fe2aea1
Natural Images Allow Universal Adversarial Attacks on Medical Image Classification Using Deep Neural Networks with Transfer Learning,"@Article{Minagi2021NaturalIA,
 author = {Akinori Minagi and Hokuto Hirano and Kazuhiro Takemoto},
 journal = {Journal of Imaging},
 title = {Natural Images Allow Universal Adversarial Attacks on Medical Image Classification Using Deep Neural Networks with Transfer Learning},
 volume = {8},
 year = {2021}
}
",10.1038/s42256-022-00515-2,"['Akinori Minagi', 'Hokuto Hirano', 'Kazuhiro Takemoto']",2021.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/de310e1ea69efa3b1fa33a71864acbcc1e181168
Artificial Intelligence in Healthcare: Lost In Translation?,"@Article{Madai2021ArtificialII,
 author = {V. Madai and David C. Higgins},
 journal = {ArXiv},
 title = {Artificial Intelligence in Healthcare: Lost In Translation?},
 volume = {abs/2107.13454},
 year = {2021}
}
",10.3390/jimaging8020038,"['V. Madai', 'David C. Higgins']",2021.0,Computer Science,https://www.semanticscholar.org/paper/3647a36ce01e1368ff23b709177493ce20a131ce
Towards Industrial Private AI: A two-tier framework for data and model security,"@Article{Khowaja2021TowardsIP,
 author = {Sunder Ali Khowaja and K. Dev and Nawab Muhammad Faseeh Qureshi and P. Khuwaja and L. Foschini},
 journal = {ArXiv},
 title = {Towards Industrial Private AI: A two-tier framework for data and model security},
 volume = {abs/2107.12806},
 year = {2021}
}
",,"['Sunder Ali Khowaja', 'K. Dev', 'Nawab Muhammad Faseeh Qureshi', 'P. Khuwaja', 'L. Foschini']",2021.0,Computer Science,https://www.semanticscholar.org/paper/f48947da069bdef7603ce8bd7d7431b9e4266501
Facing small and biased data dilemma in drug discovery with enhanced federated learning approaches,"@Article{Xiong2021FacingSA,
 author = {Zhaoping Xiong and Ziqiang Cheng and Xinyuan Lin and Chi Xu and Xiaohong Liu and Dingyan Wang and Xiaomin Luo and Yong Zhang and Hualiang Jiang and Nan Qiao and Mingyue Zheng},
 journal = {Science China Life Sciences},
 pages = {529 - 539},
 title = {Facing small and biased data dilemma in drug discovery with enhanced federated learning approaches},
 volume = {65},
 year = {2021}
}
",,"['Zhaoping Xiong', 'Ziqiang Cheng', 'Xinyuan Lin', 'Chi Xu', 'Xiaohong Liu', 'Dingyan Wang', 'Xiaomin Luo', 'Yong Zhang', 'Hualiang Jiang', 'Nan Qiao', 'Mingyue Zheng']",2021.0,Medicine,https://www.semanticscholar.org/paper/b8652827fab32f24503f548ef0c66f30a69da7f7
SoK: Privacy-Preserving Computation Techniques for Deep Learning,"@Article{Cabrero-Holgueras2021SoKPC,
 author = {José Cabrero-Holgueras and S. Pastrana},
 journal = {Proceedings on Privacy Enhancing Technologies},
 pages = {139 - 162},
 title = {SoK: Privacy-Preserving Computation Techniques for Deep Learning},
 volume = {2021},
 year = {2021}
}
",10.1007/s11427-021-1946-0,"['José Cabrero-Holgueras', 'S. Pastrana']",2021.0,Computer Science,https://www.semanticscholar.org/paper/31f3dbc28dd7158e95d76bb0757030295c9f769d
Data synthesis and adversarial networks: A review and meta-analysis in cancer imaging,"@Article{Osuala2021DataSA,
 author = {Richard Osuala and Kaisar Kushibar and Lidia Garrucho and Akis Linardos and Zuzanna Szafranowska and Stefan Klein and Ben Glocker and Oliver Díaz and K. Lekadir},
 journal = {Medical image analysis},
 pages = {
          102704
        },
 title = {Data synthesis and adversarial networks: A review and meta-analysis in cancer imaging},
 volume = {84},
 year = {2021}
}
",10.2478/popets-2021-0064,"['Richard Osuala', 'Kaisar Kushibar', 'Lidia Garrucho', 'Akis Linardos', 'Zuzanna Szafranowska', 'Stefan Klein', 'Ben Glocker', 'Oliver Díaz', 'K. Lekadir']",2021.0,"Medicine, Computer Science, Engineering",https://www.semanticscholar.org/paper/7f6cfc722806371787f18242d7fff25f384df4ae
Responsible and Regulatory Conform Machine Learning for Medicine: A Survey of Challenges and Solutions,"@Article{Petersen2021ResponsibleAR,
 author = {Eike Petersen and Yannik Potdevin and Esfandiar Mohammadi and Stephan Zidowitz and Sabrina Breyer and Dirk Nowotka and Sandra Henn and Ludwig Pechmann and M. Leucker and P. Rostalski and Christian Herzog},
 journal = {IEEE Access},
 pages = {1-1},
 title = {Responsible and Regulatory Conform Machine Learning for Medicine: A Survey of Challenges and Solutions},
 volume = {PP},
 year = {2021}
}
",10.1016/j.media.2022.102704,"['Eike Petersen', 'Yannik Potdevin', 'Esfandiar Mohammadi', 'Stephan Zidowitz', 'Sabrina Breyer', 'Dirk Nowotka', 'Sandra Henn', 'Ludwig Pechmann', 'M. Leucker', 'P. Rostalski', 'Christian Herzog']",2021.0,Computer Science,https://www.semanticscholar.org/paper/402f9f1301a8bef3698ce8677c5ce53af98031f8
Federated Action Recognition on Heterogeneous Embedded Devices,"@Article{Jain2021FederatedAR,
 author = {Pranjali Jain and Shreyas Goenka and S. Bagchi and Biplab Banerjee and S. Chaterji},
 journal = {ArXiv},
 title = {Federated Action Recognition on Heterogeneous Embedded Devices},
 volume = {abs/2107.12147},
 year = {2021}
}
",10.1109/ACCESS.2022.3178382,"['Pranjali Jain', 'Shreyas Goenka', 'S. Bagchi', 'Biplab Banerjee', 'S. Chaterji']",2021.0,Computer Science,https://www.semanticscholar.org/paper/d150e40d16c7ece4038e4a861ee1a896e53aede6
